"species"	"x"	"y"
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-43.4036	-3.2078
"Trigona spinipes"	-43.4036	-3.2078
"Trigona spinipes"	-43.4036	-3.2078
"Trigona spinipes"	-43.4036	-3.2078
"Trigona spinipes"	-43.4036	-3.2078
"Trigona spinipes"	-43.4036	-3.2078
"Trigona spinipes"	-43.4036	-3.2078
"Trigona spinipes"	-43.4036	-3.2078
"Trigona spinipes"	-43.4036	-3.2078
"Trigona spinipes"	-43.4036	-3.2078
"Trigona spinipes"	-43.4036	-3.2078
"Trigona spinipes"	-43.4036	-3.2078
"Trigona spinipes"	-43.4036	-3.2078
"Trigona spinipes"	-43.4036	-3.2078
"Trigona spinipes"	-43.4036	-3.2078
"Trigona spinipes"	-43.4036	-3.2078
"Trigona spinipes"	-43.4036	-3.2078
"Trigona spinipes"	-43.4036	-3.2078
"Trigona spinipes"	-43.4036	-3.2078
"Trigona spinipes"	-43.4036	-3.2078
"Trigona spinipes"	-43.4036	-3.2078
"Trigona spinipes"	-43.4036	-3.2078
"Trigona spinipes"	-43.4036	-3.2078
"Trigona spinipes"	-43.4036	-3.2078
"Trigona spinipes"	-43.4036	-3.2078
"Trigona spinipes"	-43.4036	-3.2078
"Trigona spinipes"	-43.4036	-3.2078
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-46.6361	-23.5475
"Trigona spinipes"	-46.6361	-23.5475
"Trigona spinipes"	-46.6361	-23.5475
"Trigona spinipes"	-46.6361	-23.5475
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-47.566667	-20.15
"Trigona spinipes"	-47.566667	-20.15
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-46.6361	-23.5475
"Trigona spinipes"	-46.6361	-23.5475
"Trigona spinipes"	-46.6361	-23.5475
"Trigona spinipes"	-46.6361	-23.5475
"Trigona spinipes"	-46.6361	-23.5475
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-51.0233	-30.0811
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-47.169722	-21.282778
"Trigona spinipes"	-47.169722	-21.282778
"Trigona spinipes"	-47.169722	-21.282778
"Trigona spinipes"	-47.169722	-21.282778
"Trigona spinipes"	-47.169722	-21.282778
"Trigona spinipes"	-47.169722	-21.282778
"Trigona spinipes"	-47.169722	-21.282778
"Trigona spinipes"	-47.169722	-21.282778
"Trigona spinipes"	-47.169722	-21.282778
"Trigona spinipes"	-47.169722	-21.282778
"Trigona spinipes"	-47.169722	-21.282778
"Trigona spinipes"	-47.169722	-21.282778
"Trigona spinipes"	-47.169722	-21.282778
"Trigona spinipes"	-47.169722	-21.282778
"Trigona spinipes"	-47.169722	-21.282778
"Trigona spinipes"	-47.169722	-21.282778
"Trigona spinipes"	-47.169722	-21.282778
"Trigona spinipes"	-47.169722	-21.282778
"Trigona spinipes"	-47.169722	-21.282778
"Trigona spinipes"	-47.169722	-21.282778
"Trigona spinipes"	-47.169722	-21.282778
"Trigona spinipes"	-47.169722	-21.282778
"Trigona spinipes"	-47.169722	-21.282778
"Trigona spinipes"	-46.6361	-23.5475
"Trigona spinipes"	-46.6361	-23.5475
"Trigona spinipes"	-46.6361	-23.5475
"Trigona spinipes"	-46.6361	-23.5475
"Trigona spinipes"	-45.99	-16.5675
"Trigona spinipes"	-45.99	-16.5675
"Trigona spinipes"	-45.99	-16.5675
"Trigona spinipes"	-45.99	-16.5675
"Trigona spinipes"	-45.99	-16.5675
"Trigona spinipes"	-45.0711	-23.4339
"Trigona spinipes"	-45.0711	-23.4339
"Trigona spinipes"	-49.195	-20.341667
"Trigona spinipes"	-49.195	-20.341667
"Trigona spinipes"	-45.99	-16.5675
"Trigona spinipes"	-49.195	-20.341667
"Trigona spinipes"	-49.195	-20.341667
"Trigona spinipes"	-49.195	-20.341667
"Trigona spinipes"	-49.195	-20.341667
"Trigona spinipes"	-49.195	-20.341667
"Trigona spinipes"	-49.195	-20.341667
"Trigona spinipes"	-49.195	-20.341667
"Trigona spinipes"	-49.195	-20.341667
"Trigona spinipes"	-49.195	-20.341667
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-48.9258	-23.0986
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-42.166667	-22.316667
"Trigona spinipes"	-42.166667	-22.316667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-42.166667	-22.316667
"Trigona spinipes"	-42.166667	-22.316667
"Trigona spinipes"	-42.166667	-22.316667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-42.166667	-22.316667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-42.166667	-22.316667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-42.166667	-22.316667
"Trigona spinipes"	-42.166667	-22.316667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-42.166667	-22.316667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-42.166667	-22.316667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-42.166667	-22.316667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-42.166667	-22.316667
"Trigona spinipes"	-47.060833	-22.905556
"Trigona spinipes"	-52.316667	-22.533333
"Trigona spinipes"	-52.316667	-22.533333
"Trigona spinipes"	-52.316667	-22.533333
"Trigona spinipes"	-52.316667	-22.533333
"Trigona spinipes"	-52.316667	-22.533333
"Trigona spinipes"	-52.316667	-22.533333
"Trigona spinipes"	-52.316667	-22.533333
"Trigona spinipes"	-52.316667	-22.533333
"Trigona spinipes"	-52.316667	-22.533333
"Trigona spinipes"	-52.316667	-22.533333
"Trigona spinipes"	-38.786667	-10.963056
"Trigona spinipes"	-38.786667	-10.963056
"Trigona spinipes"	-38.786667	-10.963056
"Trigona spinipes"	-52.316667	-22.533333
"Trigona spinipes"	-38.786667	-10.963056
"Trigona spinipes"	-38.786667	-10.963056
"Trigona spinipes"	-38.786667	-10.963056
"Trigona spinipes"	-47.5553	-24.7081
"Trigona spinipes"	-47.931944	-19.748333
"Trigona spinipes"	-47.931944	-19.748333
"Trigona spinipes"	-47.704444	-21.555
"Trigona spinipes"	-47.704444	-21.555
"Trigona spinipes"	-48.187222	-18.647222
"Trigona spinipes"	-48.187222	-18.647222
"Trigona spinipes"	-46.9	-20.133333
"Trigona spinipes"	-46.9	-20.133333
"Trigona spinipes"	-46.216667	-20.633333
"Trigona spinipes"	-46.216667	-20.633333
"Trigona spinipes"	-46.9	-20.133333
"Trigona spinipes"	-46.9	-20.133333
"Trigona spinipes"	-46.9	-20.133333
"Trigona spinipes"	-45.0711	-23.4339
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-45.0711	-23.4339
"Trigona spinipes"	-47.704444	-21.555
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-46.6328	-22.4764
"Trigona spinipes"	-46.6328	-22.4764
"Trigona spinipes"	-46.6328	-22.4764
"Trigona spinipes"	-46.6328	-22.4764
"Trigona spinipes"	-46.6328	-22.4764
"Trigona spinipes"	-47.8875	-5.466389
"Trigona spinipes"	-47.8875	-5.466389
"Trigona spinipes"	-47.8875	-5.466389
"Trigona spinipes"	-47.8875	-5.466389
"Trigona spinipes"	-47.8875	-5.466389
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.316667	-21.75
"Trigona spinipes"	-41.316667	-21.75
"Trigona spinipes"	-41.316667	-21.75
"Trigona spinipes"	-41.316667	-21.75
"Trigona spinipes"	-41.316667	-21.75
"Trigona spinipes"	-41.316667	-21.75
"Trigona spinipes"	-43.141667	-11.089444
"Trigona spinipes"	-50.583333	-29.448056
"Trigona spinipes"	-46.9958	-22.9706
"Trigona spinipes"	-46.9958	-22.9706
"Trigona spinipes"	-46.9958	-22.9706
"Trigona spinipes"	-46.9958	-22.9706
"Trigona spinipes"	-46.9958	-22.9706
"Trigona spinipes"	-46.9958	-22.9706
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-41.783333	-22.366667
"Trigona spinipes"	-46.9958	-22.9706
"Trigona spinipes"	-46.9958	-22.9706
"Trigona spinipes"	-46.9958	-22.9706
"Trigona spinipes"	-46.9958	-22.9706
"Trigona spinipes"	-46.9958	-22.9706
"Trigona spinipes"	-46.9958	-22.9706
"Trigona spinipes"	-46.9958	-22.9706
"Trigona spinipes"	-46.743611	-21.836389
"Trigona spinipes"	-46.743611	-21.836389
"Trigona spinipes"	-46.743611	-21.836389
"Trigona spinipes"	-46.743611	-21.836389
"Trigona spinipes"	-46.743611	-21.836389
"Trigona spinipes"	-46.743611	-21.836389
"Trigona spinipes"	-46.743611	-21.836389
"Trigona spinipes"	-46.743611	-21.836389
"Trigona spinipes"	-46.743611	-21.836389
"Trigona spinipes"	-46.743611	-21.836389
"Trigona spinipes"	-46.743611	-21.836389
"Trigona spinipes"	-46.743611	-21.836389
"Trigona spinipes"	-46.743611	-21.836389
"Trigona spinipes"	-46.743611	-21.836389
"Trigona spinipes"	-46.743611	-21.836389
"Trigona spinipes"	-46.743611	-21.836389
"Trigona spinipes"	-46.743611	-21.836389
"Trigona spinipes"	-46.743611	-21.836389
"Trigona spinipes"	-46.743611	-21.836389
"Trigona spinipes"	-46.743611	-21.836389
"Trigona spinipes"	-46.743611	-21.836389
"Trigona spinipes"	-46.743611	-21.836389
"Trigona spinipes"	-46.743611	-21.836389
"Trigona spinipes"	-46.743611	-21.836389
"Trigona spinipes"	-46.743611	-21.836389
"Trigona spinipes"	-47.060833	-22.905556
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-39.103333	-16.585
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-39.018611	-16.378333
"Trigona spinipes"	-39.103333	-16.585
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-45.983333	-16.566667
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.583333	-29.448056
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.583333	-29.448056
"Trigona spinipes"	-50.583333	-29.448056
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.583333	-29.448056
"Trigona spinipes"	-50.583333	-29.448056
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.583333	-29.448056
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.583333	-29.448056
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.5836	-29.4481
"Trigona spinipes"	-50.583333	-29.448056
"Trigona spinipes"	-50.583333	-29.448056
"Trigona spinipes"	-50.583333	-29.448056
"Trigona spinipes"	-50.583333	-29.448056
"Trigona spinipes"	-50.583333	-29.448056
"Trigona spinipes"	-50.583333	-29.448056
"Trigona spinipes"	-50.583333	-29.448056
"Trigona spinipes"	-50.583333	-29.448056
"Trigona spinipes"	-50.583333	-29.448056
"Trigona spinipes"	-50.583333	-29.448056
"Trigona spinipes"	-50.583333	-29.448056
"Trigona spinipes"	-50.583333	-29.448056
"Trigona spinipes"	-50.583333	-29.448056
"Trigona spinipes"	-50.583333	-29.448056
"Trigona spinipes"	-50.583333	-29.448056
"Trigona spinipes"	-50.583333	-29.448056
"Trigona spinipes"	-46.5503	-23.1169
"Trigona spinipes"	-46.9192	-23.6039
"Trigona spinipes"	-46.9192	-23.6039
"Trigona spinipes"	-46.9192	-23.6039
"Trigona spinipes"	-46.9192	-23.6039
"Trigona spinipes"	-46.9192	-23.6039
"Trigona spinipes"	-46.9192	-23.6039
"Trigona spinipes"	-46.9192	-23.6039
"Trigona spinipes"	-46.9192	-23.6039
"Trigona spinipes"	-46.9192	-23.6039
"Trigona spinipes"	-46.9192	-23.6039
"Trigona spinipes"	-46.9192	-23.6039
"Trigona spinipes"	-46.9192	-23.6039
"Trigona spinipes"	-46.9192	-23.6039
"Trigona spinipes"	-46.9192	-23.6039
"Trigona spinipes"	-46.9192	-23.6039
"Trigona spinipes"	-46.9192	-23.6039
"Trigona spinipes"	-46.9192	-23.6039
"Trigona spinipes"	-46.9192	-23.6039
"Trigona spinipes"	-46.9192	-23.6039
"Trigona spinipes"	-46.9192	-23.6039
"Trigona spinipes"	-46.9192	-23.6039
"Trigona spinipes"	-46.9192	-23.6039
"Trigona spinipes"	-46.9192	-23.6039
"Trigona spinipes"	-46.9192	-23.6039
"Trigona spinipes"	-46.9192	-23.6039
"Trigona spinipes"	-46.9192	-23.6039
"Trigona spinipes"	-45.083333	-16.366667
"Trigona spinipes"	-45.083333	-16.366667
"Trigona spinipes"	-44.391667	-18.606667
"Trigona spinipes"	-44.391667	-18.606667
"Trigona spinipes"	-45.083333	-16.366667
"Trigona spinipes"	-45.083333	-16.366667
"Trigona spinipes"	-44.391667	-18.606667
"Trigona spinipes"	-45.083333	-16.366667
"Trigona spinipes"	-45.083333	-16.366667
"Trigona spinipes"	-45.083333	-16.366667
"Trigona spinipes"	-45.083333	-16.366667
"Trigona spinipes"	-46.9192	-23.6039
